first_name,last_name,position,position_label,team_abbreviation,age,overall_rating,dev_trait,speed,strength,awareness,throw_accuracy,throw_power,catching,route_running,tackle_rating,coverage,pass_rush,kickpower,kickaccuracy,runblocking,passblocking,annual_salary,years_remaining
CJ,Dippre,TE,TE,NE,23,62,Normal,83,78,61,20,35,74,52,34,14,34,17,14,67,60,0.92,1
Cam,Riley,LB,LB,NE,23,63,Normal,84,69,60,6,23,54,25,78,58,78,14,18,45,45,,
Ben,Dooley,OL,OL,LAR,24,59,Normal,63,80,58,6,15,21,10,24,12,24,14,12,68,67,,
Damien,Martinez,RB,RB,SEA,21,70,Normal,89,74,68,19,26,64,50,41,26,40,31,32,42,46,0.89,1
Ty,Robinson,DL,DL,PHI,24,71,Normal,78,89,69,12,21,55,45,73,22,78,22,30,45,45,1.31,3
Tyleik,Williams,DL,DL,DET,22,77,Normal,75,91,75,11,18,28,14,79,16,76,18,18,45,45,4.12,3
Abdul,Carter,DL,DL,NYG,21,81,Star,88,80,80,18,22,43,15,76,52,80,23,20,40,45,11.31,3
Darius,Alexander,DL,DL,NYG,25,72,Normal,74,86,68,7,22,50,13,77,34,76,23,21,45,45,1.69,3
Will,Campbell,OL,OL,NE,21,79,Star,73,87,76,6,11,21,10,29,12,28,16,15,80,83,10.92,3
Dillon,Gabriel,QB,QB,CLE,24,66,Normal,83,58,68,81,83,41,20,35,36,34,49,37,18,24,1.56,3
Chimere,Dike,WR,WR,TEN,23,70,Normal,94,65,73,15,11,76,71,49,50,42,20,18,54,26,1.35,3
Walter,Nolen,DL,DL,ARI,21,77,Normal,81,87,75,11,22,41,16,83,20,79,23,18,45,45,4.84,3
Jihaad,Campbell,LB,LB,PHI,21,76,Normal,89,72,75,6,25,66,31,84,67,84,22,20,45,45,3.73,3
Deone,Walker,DL,DL,BUF,21,69,Normal,61,82,72,11,22,30,14,79,20,76,18,18,45,45,1.31,3
CJ,West,DL,DL,SF,23,68,Normal,74,84,63,11,25,19,14,74,14,76,24,16,45,45,,
Cam,Skattebo,RB,RB,NYG,23,73,Normal,85,81,67,55,63,72,57,45,20,45,66,58,48,55,1.32,3
Bhayshul,Tuten,RB,RB,JAX,23,75,Normal,95,75,58,15,29,65,54,37,28,36,35,23,35,49,1.33,3
Alfred,Collins,DL,DL,SF,23,75,Normal,73,92,73,11,24,42,12,82,13,78,20,21,45,45,2.58,3
Jack,Kiser,LB,LB,JAX,25,69,Normal,83,70,69,25,26,55,19,81,60,82,22,18,45,45,1.31,3
T.J.,Sanders,DL,DL,BUF,22,74,Normal,74,88,73,6,28,20,12,78,16,78,15,14,45,45,2.66,3
Donovan,Ezeiruaku,DL,DL,DAL,22,75,Star,83,77,69,7,22,38,11,78,38,80,21,15,45,45,2.54,3
Anthony,Belton,OL,OL,GB,24,71,Normal,64,86,74,7,15,22,10,31,14,34,11,15,74,75,2.0,3
Tre,Harris,WR,WR,LAC,23,72,Normal,88,68,74,45,64,82,74,21,26,34,33,25,52,21,1.95,3
Tate,Ratledge,OL,OL,DET,24,71,Normal,73,88,77,6,10,42,20,38,24,36,59,56,75,73,1.91,3
Jack,Bech,WR,WR,LV,22,73,Normal,89,67,72,20,29,83,74,36,33,42,21,19,56,24,1.89,3
RJ,Harvey,RB,RB,DEN,24,74,Normal,92,73,65,51,68,68,55,39,27,38,21,26,37,44,,
TreVeyon,Henderson,RB,RB,NE,22,76,Normal,91,71,68,16,18,67,61,33,26,35,27,18,42,56,2.79,3
Luther,Burden III,WR,WR,CHI,21,76,Normal,92,69,66,11,11,83,76,35,36,36,25,30,51,27,,
Mason,Taylor,TE,TE,NYJ,21,72,Normal,83,75,67,11,22,82,64,39,36,40,18,30,62,60,2.62,3
Terrance,Ferguson,TE,TE,LAR,22,69,Normal,85,73,67,13,29,76,62,39,42,40,36,21,57,55,2.43,3
Demetrius,Knight Jr.,LB,LB,CIN,25,74,Normal,86,72,75,28,35,65,30,83,61,84,22,20,45,45,,
Elijah,Arroyo,TE,TE,SEA,22,68,Normal,87,77,62,49,50,79,66,30,43,32,35,18,58,59,2.2,3
Ozzy,Trapilo,OL,OL,CHI,23,71,Normal,65,87,74,6,14,24,10,21,15,25,22,27,75,78,1.93,3
Shemar,Turner,DL,DL,CHI,22,72,Normal,80,88,74,11,27,29,12,76,18,76,27,19,45,45,1.81,3
Jonah,Savaiinaea,OL,OL,MIA,21,73,Normal,74,84,75,6,22,21,8,20,10,24,15,15,75,75,2.83,3
Tyler,Shough,QB,QB,NO,25,68,Normal,84,56,66,79,92,36,22,16,36,22,30,16,11,21,2.7,3
JT,Tuimoloau,DL,DL,IND,22,74,Normal,80,82,75,16,20,57,12,77,48,81,18,16,45,45,,
Aireontae,Ersery,OL,OL,HOU,23,72,Normal,72,85,74,6,18,19,10,32,12,26,15,28,75,76,2.3,3
Omarr,Norman-Lott,DL,DL,KC,23,71,Normal,67,85,71,10,24,24,14,77,12,80,21,15,45,45,1.8,3
Will,Sheppard,WR,WR,GB,23,68,Normal,86,68,67,12,28,79,72,29,24,26,23,17,50,29,0.89,1
Shemar,Stewart,DL,DL,CIN,21,77,Normal,86,87,77,6,19,40,11,72,20,82,21,20,45,45,4.74,3
Ahmed,Hassanein,DL,DL,DET,23,68,Normal,80,83,72,10,25,36,11,73,28,76,23,18,45,45,0.98,1
Tyler,Booker,OL,OL,DAL,21,77,Normal,60,94,80,6,21,23,8,54,12,46,14,13,78,76,5.64,3
Savion,Williams,WR,WR,GB,23,70,Normal,90,71,75,48,55,79,68,26,36,40,26,32,48,24,1.57,3
Barryn,Sorrell,DL,DL,GB,22,70,Normal,83,82,71,11,13,47,32,75,41,78,24,19,45,45,1.29,3
Smael,Mondon Jr.,LB,LB,PHI,22,68,Normal,86,70,68,22,26,52,25,81,60,80,21,17,45,45,1.15,3
Kyle,McCord,QB,QB,PHI,22,66,Normal,75,62,69,80,87,29,21,36,16,41,21,29,24,20,0.89,1
Myles,Hinton,OL,OL,PHI,23,65,Normal,66,82,67,6,29,22,8,30,14,30,14,10,71,72,1.11,3
Warren,Brinson,DL,DL,GB,23,66,Normal,70,83,66,6,24,19,14,76,12,75,14,25,45,45,1.11,3
Ajani,Cornelius,OL,OL,DAL,23,65,Normal,64,86,69,6,13,20,12,29,11,31,14,12,70,70,1.1,3
Jay,Toia,DL,DL,DAL,22,65,Normal,65,86,72,10,19,20,14,73,14,72,21,21,45,45,1.09,3
Phil,Mafah,RB,RB,DAL,22,68,Normal,88,75,74,31,44,67,52,41,32,42,27,30,38,53,1.08,3
Tommy,Akingbesote,DL,DL,DAL,22,65,Normal,69,82,70,10,27,21,14,73,15,74,23,21,45,45,0.97,1
John,Williams,OL,OL,GB,23,63,Normal,67,87,65,6,20,22,8,29,10,24,18,13,68,70,1.08,3
Tyler,Cooper,OL,OL,GB,24,64,Normal,67,84,60,6,16,24,10,25,12,26,15,11,70,72,0.89,1
Jared,Ivey,DL,DL,SEA,23,59,Normal,67,74,60,6,20,35,10,76,41,78,15,13,45,45,0.99,2
Emery,Jones Jr.,OL,OL,BAL,21,70,Normal,70,88,68,6,20,21,12,31,12,33,14,16,74,75,1.57,3
Teddye,Buchanan,LB,LB,BAL,22,71,Normal,86,78,70,26,28,61,25,82,64,80,23,18,40,40,1.28,3
Carson,Vinson,OL,OL,BAL,23,67,Normal,68,81,70,6,15,28,10,24,12,28,14,11,73,74,1.17,3
Jeffrey,Bassa,LB,LB,KC,22,67,Normal,85,69,68,6,25,54,27,80,64,80,21,19,45,45,1.15,3
Tyler,Loop,K,K,BAL,24,73,Normal,74,40,60,26,25,30,12,20,10,18,97,72,10,12,1.11,3
Aeneas,Peebles,DL,DL,BAL,24,68,Normal,73,81,68,6,23,27,12,78,18,76,20,19,45,45,1.09,3
Brashard,Smith,RB,RB,KC,22,69,Normal,93,64,56,15,25,69,62,27,22,32,18,18,33,47,1.08,3
Garrett,Dellinger,OL,OL,BAL,23,64,Normal,67,88,65,6,22,26,8,18,10,24,18,15,68,67,1.0,1
Jake,Briningstool,TE,TE,KC,22,63,Normal,81,71,58,10,24,78,62,37,16,35,17,13,58,56,1.0,2
Dalton,Cooper,OL,OL,KC,24,62,Normal,73,86,60,6,15,23,10,24,11,28,14,11,71,69,0.89,1
Jahmal,Banks,WR,WR,BAL,23,63,Normal,87,64,66,48,61,83,64,25,22,28,18,16,46,30,,
Jay,Higgins,LB,LB,BAL,23,61,Normal,78,68,62,6,23,53,25,79,57,79,23,19,45,45,0.99,2
Josh,Simmons,OL,OL,KC,22,75,Normal,71,88,78,6,16,18,10,34,14,32,12,15,75,78,3.67,3
Ashton,Jeanty,RB,RB,LV,21,83,Star,90,80,77,21,31,70,60,37,34,37,24,25,41,53,8.97,3
Armand,Membou,OL,OL,NYJ,21,77,Normal,74,89,76,6,47,25,13,28,13,28,18,15,78,81,7.98,3
Tetairoa,McMillan,WR,WR,CAR,22,77,Normal,89,76,78,57,79,85,78,44,26,44,27,17,48,26,6.98,3
Kelvin,Banks Jr.,OL,OL,NO,21,76,Normal,67,86,76,18,14,25,10,30,14,31,14,11,79,82,6.93,3
Colston,Loveland,TE,TE,CHI,21,73,Normal,86,78,68,17,23,80,66,38,36,42,23,31,61,56,6.66,3
Kenneth,Grant,DL,DL,MIA,21,78,Normal,68,92,77,11,18,45,14,82,18,81,36,25,45,45,5.49,3
Tyler,Warren,TE,TE,IND,23,75,Normal,84,80,64,49,63,81,68,46,32,42,35,33,62,61,5.24,3
Emeka,Egbuka,WR,WR,TB,22,75,Star,90,60,76,22,71,84,78,30,22,39,27,21,45,22,4.54,3
Jayden,Higgins,WR,WR,HOU,22,74,Normal,89,67,77,13,33,86,72,22,28,37,26,16,52,24,2.93,3
Kyle,Williams,WR,WR,NE,22,72,Normal,92,66,70,43,59,81,74,29,32,31,32,21,49,27,1.68,3
Landon,Jackson,DL,DL,BUF,22,73,Normal,83,81,72,13,17,35,11,81,30,80,21,16,45,45,1.65,3
Pat,Bryant,WR,WR,DEN,22,69,Normal,85,69,71,18,10,80,70,37,35,36,18,25,57,23,1.65,3
Nick,Martin,LB,LB,SF,22,71,Normal,88,74,73,6,22,60,26,78,60,79,23,21,45,45,1.64,3
Jaylin,Noel,WR,WR,HOU,23,73,Normal,93,66,68,59,68,82,77,25,31,40,29,30,55,29,1.62,3
Dylan,Fairchild,OL,OL,CIN,22,71,Normal,71,86,74,6,23,27,12,18,10,36,19,12,74,74,1.61,3
Kaleb,Johnson,RB,RB,PIT,22,75,Normal,88,76,69,11,24,66,51,38,31,34,32,17,38,51,1.59,3
Jamaree,Caldwell,DL,DL,LAC,25,70,Normal,67,87,70,9,25,19,13,75,13,78,24,26,45,45,1.58,3
Wyatt,Milum,OL,OL,JAX,22,71,Normal,63,87,69,6,18,38,16,25,12,30,12,13,76,75,1.57,3
Jared,Wilson,OL,OL,NE,22,69,Normal,78,86,69,6,18,28,8,28,12,18,16,13,74,74,1.55,3
Caleb,Rogers,OL,OL,LV,23,71,Normal,69,86,72,6,22,24,8,22,10,27,15,13,75,73,1.54,3
Charles,Grant,OL,OL,LV,23,70,Normal,75,85,71,6,14,28,10,33,12,31,11,13,74,72,1.54,3
Sai'vion,Jones,DL,DL,DEN,22,70,Normal,81,80,75,12,24,29,11,76,29,78,21,21,45,45,1.54,3
Tai,Felton,WR,WR,MIN,22,71,Normal,93,59,62,20,22,81,74,49,40,27,18,27,40,26,1.54,3
Danny,Stutsman,LB,LB,NO,22,70,Normal,87,74,69,6,23,67,32,82,58,80,23,20,45,45,1.31,3
Barrett,Carter,LB,LB,CIN,22,68,Normal,85,72,71,6,23,61,27,78,60,82,22,18,45,45,1.3,3
Dylan,Sampson,RB,RB,CLE,20,74,Normal,92,65,63,21,29,66,51,28,24,30,32,28,39,50,1.28,3
Jalen,Travis,OL,OL,IND,23,68,Normal,68,88,68,6,17,22,12,28,12,26,13,17,73,73,1.28,3
Jaylin,Lane,WR,WR,WAS,23,72,Normal,94,58,65,39,60,84,73,34,36,32,24,20,46,22,1.28,3
Ruben,Hyppolite II,LB,LB,CHI,23,67,Normal,88,68,70,6,24,61,28,79,61,80,23,19,45,45,1.27,3
Tonka,Hemingway,DL,DL,LV,23,68,Normal,72,81,66,10,21,54,37,75,32,74,27,22,45,45,1.22,3
Elic,Ayomanor,WR,WR,TEN,22,71,Normal,91,68,69,19,13,80,75,27,30,42,31,16,55,23,1.22,3
Joshua,Farmer,DL,DL,NE,22,71,Normal,69,88,68,22,20,40,34,81,18,77,27,22,45,45,1.22,3
Jordan,Watkins,WR,WR,SF,23,69,Normal,93,66,68,21,29,84,72,42,46,36,30,22,42,20,1.22,3
Tyrion,Ingram-Dawkins,DL,DL,MIN,22,66,Normal,77,83,65,12,28,47,35,71,12,74,26,22,45,45,1.17,3
Jordan,Phillips,DL,DL,MIA,21,71,Normal,72,89,66,19,15,23,14,84,10,74,21,18,45,45,1.16,3
Jordan,James,RB,RB,SF,21,73,Normal,89,72,65,16,20,62,54,34,24,32,17,14,34,48,1.16,3
Jalen,Rivers,OL,OL,CIN,22,67,Normal,63,83,67,6,23,21,10,24,12,24,13,23,72,72,1.16,3
Marcus,Mbow,OL,OL,NYG,22,66,Normal,71,84,66,6,22,23,13,32,12,30,11,14,72,71,1.15,3
Elijah,Roberts,DL,DL,TB,23,69,Normal,80,83,67,15,22,28,11,76,33,74,27,25,45,45,1.15,3
Francisco,Mauigoa,LB,LB,NYJ,22,66,Normal,84,73,68,23,30,56,23,78,60,80,22,18,45,45,1.15,3
Mitchell,Evans,TE,TE,CAR,22,67,Normal,81,73,65,25,41,78,63,38,32,39,23,28,60,57,1.15,3
Yahya,Black,DL,DL,PIT,23,67,Normal,60,85,68,10,15,22,13,79,12,78,22,21,45,45,1.14,3
Oronde,Gadsden II,TE,TE,LAC,22,68,Normal,84,73,61,22,37,79,65,29,24,29,28,16,54,55,1.14,3
Jackson,Slater,OL,OL,TEN,22,68,Normal,72,89,68,5,24,25,9,35,13,26,17,12,72,70,1.14,3
Miles,Frazier,OL,OL,DET,23,69,Normal,64,89,70,6,21,43,30,28,23,32,16,14,72,71,1.13,3
Jackson,Hawes,TE,TE,BUF,24,61,Normal,78,72,60,16,24,73,56,33,18,36,24,27,64,61,1.13,3
Tyler,Baron,DL,DL,NYJ,23,69,Normal,85,76,69,15,12,36,10,77,34,78,19,21,45,45,1.13,3
Ollie,Gordon II,RB,RB,MIA,21,71,Normal,86,76,72,34,51,69,56,38,24,40,25,25,37,54,1.12,3
JJ,Pegues,DL,DL,LV,23,67,Normal,67,84,64,34,46,52,30,77,20,79,32,29,45,45,1.12,3
Devin,Neal,RB,RB,NO,22,71,Normal,87,71,67,29,45,68,54,40,28,38,23,18,40,48,1.04,2
Will,Howard,QB,QB,PIT,23,64,Normal,81,68,63,79,86,42,18,42,21,44,21,23,25,27,1.11,3
Kalel,Mullings,RB,RB,TEN,22,70,Normal,87,79,67,31,42,61,43,62,58,66,26,30,45,50,1.11,3
Riley,Leonard,QB,QB,IND,22,65,Normal,86,70,58,76,89,39,18,37,30,30,18,33,38,26,1.11,3
Tim,Smith,DL,DL,IND,23,67,Normal,68,83,67,11,16,21,14,80,14,78,18,18,45,45,0.89,1
Tahj,Brooks,RB,RB,CIN,23,71,Normal,88,68,66,19,21,70,56,35,26,33,24,23,41,51,1.11,3
Jalen,McLeod,LB,LB,JAX,23,64,Normal,81,77,66,13,21,34,10,77,57,79,27,25,45,45,1.11,3
Luke,Newman,OL,OL,CHI,23,66,Normal,70,87,69,6,13,23,8,30,14,34,16,14,71,69,1.11,3
Graham,Mertz,QB,QB,HOU,24,61,Normal,77,60,52,79,86,27,20,21,19,18,32,18,22,28,1.11,3
Branson,Taylor,OL,OL,LAC,23,65,Normal,63,85,67,6,14,18,10,30,14,32,18,16,70,71,0.89,1
Kobe,King,LB,LB,MIN,22,64,Normal,83,76,66,6,23,49,20,76,58,79,22,18,45,45,1.1,3
Gavin,Bartholomew,TE,TE,MIN,22,64,Normal,82,70,66,23,39,76,58,36,30,39,27,26,59,58,1.1,3
Kain,Medrano,LB,LB,WAS,24,66,Normal,90,71,66,21,22,50,21,77,58,78,21,18,40,40,1.1,3
Chase,Lundt,OL,OL,BUF,25,65,Normal,69,82,72,6,20,37,20,25,12,28,11,12,71,70,1.1,3
Hayden,Conner,OL,OL,ARI,23,65,Normal,65,86,65,6,23,21,28,35,10,34,19,22,71,69,1.09,3
Cam,Miller,QB,QB,LV,24,60,Normal,78,64,53,79,85,30,17,32,11,29,30,26,29,16,0.92,1
Jack,Nelson,OL,OL,ATL,23,63,Normal,67,84,66,6,17,27,10,25,12,30,17,18,69,70,1.09,3
Thomas,Fidone II,TE,TE,NYG,22,65,Normal,81,71,63,21,29,77,62,42,29,40,26,27,56,62,1.09,3
Marcus,Bryant,OL,OL,NE,23,64,Normal,68,85,65,6,22,23,10,22,20,24,14,13,69,69,1.09,3
Jonah,Monheim,OL,OL,JAX,23,63,Normal,72,80,70,6,19,29,10,10,10,24,18,20,71,70,1.09,3
Cody,Lindenberg,LB,LB,LV,23,62,Normal,82,71,64,20,26,57,24,77,58,78,21,18,45,45,1.09,3
Carson,Bruener,LB,LB,PIT,24,64,Normal,86,67,63,18,25,48,21,76,62,77,21,18,45,45,1.08,3
Quinn,Ewers,QB,QB,MIA,22,63,Normal,78,66,65,77,86,41,24,23,28,34,33,32,19,27,1.08,3
Tez,Johnson,WR,WR,TB,23,69,Normal,89,58,55,45,63,82,68,19,24,18,27,22,51,22,1.08,3
Kaden,Prather,WR,WR,BUF,23,66,Normal,90,67,70,11,11,79,66,46,32,47,30,26,46,25,,
Dominic,Lovett,WR,WR,DET,22,67,Normal,92,62,66,11,12,82,69,33,58,25,21,21,41,24,1.08,3
Moliki,Matavao,TE,TE,NO,22,63,Normal,79,76,66,15,17,77,58,40,26,38,21,29,63,54,0.92,1
Connor,Colby,OL,OL,SF,22,63,Normal,69,83,65,6,17,32,10,28,10,30,16,19,68,68,1.08,3
Junior,Bergen,WR,WR,SF,22,64,Normal,88,59,69,36,50,83,65,34,38,32,24,20,50,22,0.89,1
Zeek,Biggers,DL,DL,MIA,21,65,Normal,69,84,67,6,32,18,14,75,17,77,23,18,45,45,1.08,3
Luke,Lachey,TE,TE,HOU,24,64,Normal,77,74,70,15,28,78,60,45,27,43,24,23,55,58,0.89,1
Adin,Huntington,DL,DL,CLE,23,64,Normal,82,81,57,6,20,34,10,74,28,76,17,15,45,45,0.99,2
Gage,Larvadain,WR,WR,CLE,22,66,Normal,90,62,63,17,29,78,68,25,15,29,21,18,42,31,0.92,1
Power,Echols,LB,LB,CHI,22,61,Normal,82,63,62,6,25,55,20,79,60,80,23,18,45,45,,
Jacolby,George,WR,WR,CAR,22,66,Normal,87,62,62,11,26,77,72,29,24,30,24,21,51,27,,
Kobe,Hudson,WR,WR,CAR,23,65,Normal,87,64,68,19,39,76,71,32,30,32,27,23,45,26,,
Luke,Kandra,OL,OL,CAR,24,63,Normal,67,93,56,6,15,20,10,25,12,26,15,11,70,69,,
Jalin,Conyers,TE,TE,MIA,24,62,Normal,81,74,56,10,23,75,60,37,17,33,17,15,59,58,,
Josh,Priebe,OL,OL,MIA,24,61,Normal,65,86,59,6,14,25,8,26,11,28,15,11,69,67,0.97,1
Addison,West,OL,OL,MIA,24,61,Normal,69,81,58,6,12,22,8,24,12,25,12,12,69,67,,
Cam,Camper,WR,WR,JAX,24,63,Normal,89,68,67,12,30,78,66,37,23,36,22,16,52,37,,
Branson,Combs,LB,LB,JAX,25,62,Normal,83,71,59,6,23,58,21,77,58,78,22,18,45,45,0.92,1
Ethan,Downs,DL,DL,JAX,22,63,Normal,83,83,51,6,21,35,10,76,37,78,15,13,45,45,0.92,1
Ja'Quinden,Jackson,RB,RB,JAX,23,65,Normal,83,74,70,59,76,64,46,29,20,33,29,21,40,49,,
Maddux,Trujillo,K,K,IND,22,69,Normal,74,39,51,30,31,24,10,13,14,20,96,74,10,9,,
Eric,Gregory,DL,DL,CIN,24,64,Normal,68,86,56,6,20,35,10,76,18,74,16,14,45,45,1.0,2
Seth,McLaughlin,OL,OL,CIN,24,64,Normal,63,89,64,6,15,24,10,24,12,26,15,14,71,70,0.89,1
Brady,Cook,QB,QB,NYJ,23,62,Normal,85,67,51,76,88,38,18,32,16,32,22,26,19,25,0.92,1
Donovan,Edwards,RB,RB,NYJ,22,68,Normal,91,71,70,53,65,68,54,36,24,36,27,21,38,47,0.99,2
Jake,Majors,OL,OL,TB,23,59,Normal,65,83,57,7,16,23,10,25,12,28,14,13,69,67,0.97,1
Ben,Scott,OL,OL,TB,24,58,Normal,68,84,57,6,13,23,10,24,12,22,14,12,69,68,0.97,1
Desmond,Watson,DL,DL,TB,22,62,Normal,41,96,54,6,20,30,8,81,18,74,15,14,45,45,,
Raheim,Sanders,RB,RB,LAC,23,69,Normal,90,72,69,14,22,67,51,34,28,33,22,19,37,46,0.99,2
Jah,Joyner,DL,DL,LV,24,63,Normal,86,76,52,6,20,34,10,75,39,78,15,13,45,45,,
Max,Brosmer,QB,QB,MIN,24,60,Normal,79,70,54,76,87,31,17,32,16,36,25,33,20,39,0.99,2
Chaz,Chambliss,LB,LB,MIN,22,61,Normal,81,79,59,6,25,51,24,77,57,77,20,16,45,45,0.99,2
Zeke,Correll,OL,OL,MIN,24,58,Normal,55,82,59,6,13,23,10,26,12,26,15,12,68,71,,
Joe,Huber,OL,OL,MIN,23,62,Normal,66,86,55,6,14,22,10,27,12,26,11,12,68,69,0.99,2
Austin,Keys,LB,LB,MIN,23,62,Normal,85,71,62,6,21,55,19,80,59,80,21,17,45,45,0.99,2
Bryson,Nesbit,TE,TE,MIN,22,60,Normal,76,71,60,10,23,77,58,36,17,34,17,15,58,59,0.89,1
Ben,Sauls,K,K,PIT,24,70,Normal,73,46,53,28,24,19,10,20,12,20,93,77,12,10,0.92,1
Tyreem,Powell,LB,LB,NO,23,61,Normal,75,68,61,17,31,57,26,79,60,80,21,17,45,45,,
Torricelli,Simpkins III,OL,OL,NO,23,58,Normal,57,78,61,6,13,24,8,26,12,24,13,14,70,68,1.0,2
Joshua,Gray,OL,OL,ATL,25,61,Normal,71,76,61,6,13,23,10,25,12,23,13,13,69,67,0.89,1
Nick,Nash,WR,WR,ATL,26,67,Normal,87,65,71,51,65,81,68,32,26,37,27,25,47,27,0.89,1
Efton,Chism III,WR,WR,NE,23,68,Normal,84,66,60,26,42,81,72,33,18,40,19,13,50,29,1.0,2
Jack,Conley,OL,OL,NE,24,62,Normal,62,83,59,6,16,22,8,27,10,26,14,12,69,67,0.89,1
Ben,Wooldridge,QB,QB,NE,25,57,Normal,79,64,55,76,85,26,18,23,17,32,23,22,19,22,,
Carson,Schwesinger,LB,LB,CLE,22,75,Normal,87,72,75,6,24,68,32,83,66,84,23,21,45,45,2.95,3
Dont'e,Thornton Jr.,WR,WR,LV,22,68,Normal,96,70,67,13,17,75,71,51,52,44,28,21,50,29,1.31,3
Arian,Smith,WR,WR,NYJ,23,68,Normal,94,64,71,11,12,75,71,31,60,26,19,21,47,25,1.31,3
Woody,Marks,RB,RB,HOU,24,70,Normal,88,70,66,10,27,71,54,31,24,30,23,23,40,51,1.3,3
Gunnar,Helm,TE,TE,TEN,23,67,Normal,78,74,69,12,21,80,63,41,24,40,25,20,60,59,1.29,3
Ty,Hamilton,DL,DL,LAR,23,71,Normal,75,89,69,9,17,25,13,78,14,76,20,17,45,45,1.16,3
Jaydon,Blue,RB,RB,DAL,21,72,Normal,93,65,61,19,11,71,64,30,30,35,24,25,36,52,1.16,3
Drew,Kendall,OL,OL,PHI,23,65,Normal,71,81,76,6,15,22,12,23,10,28,13,12,71,71,1.14,3
Kurtis,Rourke,QB,QB,SF,24,62,Normal,76,67,67,75,90,49,18,35,32,27,25,30,23,24,1.08,3
Konata,Mumpfield,WR,WR,LAR,22,69,Normal,86,63,63,18,22,83,74,39,46,35,22,28,44,22,1.08,3
Trey,Wedig,OL,OL,LAR,23,60,Normal,65,77,60,6,13,22,8,23,12,25,13,12,68,69,,
Shaun,Dolac,LB,LB,LAR,23,62,Normal,85,73,58,6,24,46,26,77,58,76,23,17,45,45,1.0,2
Willie,Lampkin,OL,OL,LAR,23,59,Normal,65,72,61,6,17,20,8,23,12,24,11,11,68,69,1.0,2
Grey,Zabel,OL,OL,SEA,23,75,Star,74,88,78,6,17,24,8,30,10,26,17,14,77,76,4.62,3
Ashton,Gillotte,DL,DL,KC,22,73,Normal,84,78,72,11,27,35,11,79,32,80,24,21,45,45,1.69,3
Vernon,Broughton,DL,DL,NO,24,69,Normal,72,86,69,9,13,51,42,76,12,77,26,23,45,45,1.66,3
Trevor,Etienne,RB,RB,CAR,21,72,Normal,92,69,71,32,45,70,58,40,31,35,30,28,34,47,1.3,3
Cody,Simon,LB,LB,ARI,23,69,Normal,87,73,71,6,23,64,29,80,60,80,23,21,45,45,1.3,3
Jalen,Royals,WR,WR,KC,22,71,Normal,92,64,73,25,43,81,73,23,30,44,19,29,49,27,1.27,3
Rylie,Mills,DL,DL,SEA,24,68,Normal,73,84,65,11,12,24,14,81,18,76,25,22,45,45,1.17,3
Tory,Horton,WR,WR,SEA,22,71,Normal,93,68,62,19,31,81,76,39,44,32,24,23,53,28,1.14,3
Bryce,Cabeldue,OL,OL,SEA,24,66,Normal,74,90,67,6,19,30,8,41,11,36,13,13,70,68,1.11,3
Mason,Richman,OL,OL,SEA,23,63,Normal,60,84,65,6,26,26,24,28,12,31,12,12,68,69,1.08,3
Ricky,White III,WR,WR,SEA,23,67,Normal,89,65,70,20,20,78,70,46,54,38,25,21,53,24,,
Kaimon,Rucker,DL,DL,BAL,23,64,Normal,81,81,53,6,19,33,9,77,40,78,15,13,45,45,0.89,1
Mykel,Williams,DL,DL,SF,21,78,Normal,81,86,77,12,8,41,15,79,22,83,23,21,50,52,6.24,3
Donovan,Jackson,OL,OL,MIN,22,74,Normal,67,90,76,6,13,23,8,31,10,31,14,12,76,75,4.29,3
Harold,Fannin Jr.,TE,TE,CLE,21,71,Normal,82,75,57,63,77,83,65,30,24,28,33,32,63,58,1.69,3
Omarion,Hampton,RB,RB,LAC,22,77,Normal,90,78,73,17,25,73,56,43,32,40,31,18,43,55,4.44,3
Matthew,Golden,WR,WR,GB,22,76,Normal,91,61,72,33,52,80,78,24,28,33,30,24,54,24,4.39,3
Shedeur,Sanders,QB,QB,CLE,23,67,Normal,78,65,58,80,88,32,20,37,32,33,21,27,15,27,1.16,3
Isaac,TeSlaa,WR,WR,DET,23,68,Normal,91,65,64,48,69,83,69,28,26,43,18,32,47,23,1.67,3
Jalen,Milroe,QB,QB,SEA,22,65,Normal,93,69,49,76,92,40,21,42,19,34,28,21,30,23,1.57,3
Derrick,Harmon,DL,DL,PIT,22,77,Normal,74,93,77,11,27,27,13,74,16,80,33,18,45,45,4.49,3
Mason,Graham,DL,DL,CLE,22,80,Normal,78,90,78,8,24,28,18,81,20,78,30,18,45,45,10.22,3
Josh,Conerly Jr.,OL,OL,WAS,21,74,Normal,71,82,73,6,21,30,13,26,14,28,26,17,77,81,3.92,3
Cameron,Williams,OL,OL,PHI,21,66,Normal,66,88,65,6,22,19,12,32,14,22,16,19,71,70,1.11,3
Jaxson,Dart,QB,QB,NYG,22,68,Normal,84,63,62,81,88,44,22,25,8,22,27,30,30,25,4.24,3
Jarquez,Hunter,RB,RB,LAR,22,72,Normal,91,73,73,28,54,65,48,42,44,45,21,21,39,48,1.3,3
